Baseline,K=1,K=5,K=10
0.108796560479852,0.036468366364654,0.042900408203915,0.024932781497334
0.108858090526734,0.037053239656537,0.042564053935217,0.024993493182652
0.109307118560393,0.036639108744364,0.042785009531213,0.02460555987537
0.109762404539992,0.03622087339179,0.043023063872675,0.024222461730747
0.109924222640234,0.036646319891197,0.042849044841592,0.024265189578165
0.110008717055719,0.037297712583182,0.042564115193424,0.024431085254959
0.110315525571729,0.03738015645423,0.042606585472788,0.024338936927391
0.110629981303527,0.037453460042306,0.042660493981637,0.02424531833579
0.110935240695866,0.03756225980615,0.04270022757262,0.024171197144168
0.111246021304617,0.037662628591342,0.042745621589197,0.024091322529292
0.111546697392143,0.037804313690469,0.042775782732434,0.024036414542473
0.111854341332576,0.037935738975304,0.042813868935832,0.023976120807298
0.112216197819615,0.038081440943035,0.042978086244074,0.024037426949675
0.11258186769379,0.038213805656224,0.043140083582103,0.024081447917002
0.112950988955361,0.038380019239431,0.043311980566221,0.024165404224456
0.113322310366207,0.038530830693228,0.043474953599963,0.024223770503866
0.113679207405308,0.038779213488519,0.043624792401559,0.024366455997159
0.114038949263933,0.039019993854946,0.043768977048733,0.024494622953957
0.114404648790662,0.039240101101436,0.043910586240417,0.024597730830167
0.114778808303909,0.039431848939185,0.044052888358247,0.024670617653997
0.115293576054857,0.039131914291408,0.044363705417845,0.024386827525084
